problem,instance,mode,objective_option,status,notes,n_cons,nnz_jac,nnz_hess,iters,native_obj,D_opt_report,A_opt_report,E_opt_report,ME_opt_report,wall_time_s,log_file,json_file
two_param_sin,small,existing,determinant,ok,,187,633,72,29,0.9,0.897444335259078,0.8974443352590779,7.89667629,1.0,2.93099775002338,/Users/snarasi2/projects/Pyomo_DoE_CRC/results/logs/two_param_sin_small_existing_determinant.log,/Users/snarasi2/projects/Pyomo_DoE_CRC/results/raw/two_param_sin_small_existing_determinant.json
two_param_sin,small,existing,trace,ok,,187,633,72,29,0.9,0.897444335259078,0.8974443352590779,7.89667629,1.0,1.0993267081212252,/Users/snarasi2/projects/Pyomo_DoE_CRC/results/logs/two_param_sin_small_existing_trace.log,/Users/snarasi2/projects/Pyomo_DoE_CRC/results/raw/two_param_sin_small_existing_trace.json
two_param_sin,small,existing,minimum_eigenvalue,unsupported,E-opt/ME-opt unsupported for central objective,83,252,30,3,0.0,,,,,0.7497211250010878,/Users/snarasi2/projects/Pyomo_DoE_CRC/results/logs/two_param_sin_small_existing_minimum_eigenvalue.log,/Users/snarasi2/projects/Pyomo_DoE_CRC/results/raw/two_param_sin_small_existing_minimum_eigenvalue.json
two_param_sin,small,existing,condition_number,unsupported,E-opt/ME-opt unsupported for central objective,83,252,30,3,0.0,,,,,0.8185950829647481,/Users/snarasi2/projects/Pyomo_DoE_CRC/results/logs/two_param_sin_small_existing_condition_number.log,/Users/snarasi2/projects/Pyomo_DoE_CRC/results/raw/two_param_sin_small_existing_condition_number.json
two_param_sin,small,greybox,determinant,ok,,186,585,70,4,1.19,0.515764941310009,0.515764941310009,3.27917762,1.0,2.7187051251530647,/Users/snarasi2/projects/Pyomo_DoE_CRC/results/logs/two_param_sin_small_greybox_determinant.log,/Users/snarasi2/projects/Pyomo_DoE_CRC/results/raw/two_param_sin_small_greybox_determinant.json
two_param_sin,small,greybox,trace,ok,,186,585,70,4,0.3,0.515764941310009,0.515764941310009,3.27917762,1.0,1.73048866703175,/Users/snarasi2/projects/Pyomo_DoE_CRC/results/logs/two_param_sin_small_greybox_trace.log,/Users/snarasi2/projects/Pyomo_DoE_CRC/results/raw/two_param_sin_small_greybox_trace.json
two_param_sin,small,greybox,minimum_eigenvalue,ok,,186,585,70,4,3.28,0.515764941310009,0.515764941310009,3.27917762,1.0,1.0895665839780122,/Users/snarasi2/projects/Pyomo_DoE_CRC/results/logs/two_param_sin_small_greybox_minimum_eigenvalue.log,/Users/snarasi2/projects/Pyomo_DoE_CRC/results/raw/two_param_sin_small_greybox_minimum_eigenvalue.json
two_param_sin,small,greybox,condition_number,ok,,186,585,70,4,1.0,0.515764941310009,0.515764941310009,3.27917762,1.0,0.8708224999718368,/Users/snarasi2/projects/Pyomo_DoE_CRC/results/logs/two_param_sin_small_greybox_condition_number.log,/Users/snarasi2/projects/Pyomo_DoE_CRC/results/raw/two_param_sin_small_greybox_condition_number.json
4_state_reactor,small,existing,determinant,ok,,1598,6370,1026,23,11.32,11.318050920937942,4.9786445576546585,12.25503538553648,7236.020949294214,4.040235625114292,/Users/snarasi2/projects/Pyomo_DoE_CRC/results/logs/4_state_reactor_small_existing_determinant.log,/Users/snarasi2/projects/Pyomo_DoE_CRC/results/raw/4_state_reactor_small_existing_determinant.json
4_state_reactor,small,existing,trace,ok,,1589,6335,1007,34,5.05,9.625949480301479,5.05118329624407,1.2153129398594815,84004.65994493115,4.432025874964893,/Users/snarasi2/projects/Pyomo_DoE_CRC/results/logs/4_state_reactor_small_existing_trace.log,/Users/snarasi2/projects/Pyomo_DoE_CRC/results/raw/4_state_reactor_small_existing_trace.json
